CMDLINE '/Users/tfetz/Library/Mobile Documents/3L68KQB4HG~com~readdle~CommonDocuments/Documents/Semester 10/DD2358 HPC/Assignments/hpc-env/bin/python' JuliaSet.py
MEM 0.011719 1706005802.1110
MEM 8.199219 1706005802.2122
MEM 14.246094 1706005802.3126
MEM 19.144531 1706005802.4172
MEM 23.472656 1706005802.5205
MEM 27.511719 1706005802.6209
MEM 32.777344 1706005802.7231
MEM 37.734375 1706005802.8236
MEM 43.125000 1706005802.9272
MEM 43.812500 1706005803.0285
MEM 43.847656 1706005803.1320
MEM 43.886719 1706005803.2371
MEM 43.921875 1706005803.3403
MEM 43.957031 1706005803.4431
MEM 43.992188 1706005803.5438
MEM 44.027344 1706005803.6458
MEM 44.058594 1706005803.7473
MEM 44.085938 1706005803.8475
MEM 44.101562 1706005803.9554
MEM 44.125000 1706005804.0560
MEM 44.156250 1706005804.1596
MEM 44.191406 1706005804.2601
MEM 44.218750 1706005804.3619
MEM 44.246094 1706005804.4625
MEM 44.265625 1706005804.5637
MEM 44.281250 1706005804.6639
MEM 44.300781 1706005804.7655
MEM 44.382812 1706005804.8679
MEM 44.406250 1706005804.9721
MEM 44.429688 1706005805.0780
MEM 44.515625 1706005805.1791
MEM 44.542969 1706005805.2800
MEM 44.578125 1706005805.3829
MEM 44.687500 1706005805.4838
MEM 44.808594 1706005805.5873
MEM 44.808594 1706005805.6925
MEM 44.808594 1706005805.7940
MEM 44.808594 1706005805.8949
MEM 44.808594 1706005805.9953
MEM 44.808594 1706005806.0988
MEM 44.808594 1706005806.2004
MEM 44.808594 1706005806.3044
MEM 44.808594 1706005806.4049
MEM 44.808594 1706005806.5093
MEM 44.808594 1706005806.6124
MEM 44.808594 1706005806.7131
MEM 44.808594 1706005806.8139
MEM 44.808594 1706005806.9191
MEM 44.808594 1706005807.0196
MEM 44.808594 1706005807.1202
MEM 44.808594 1706005807.2231
MEM 44.808594 1706005807.3250
MEM 44.808594 1706005807.4295
MEM 44.808594 1706005807.5330
MEM 44.808594 1706005807.6333
MEM 44.808594 1706005807.7335
MEM 44.808594 1706005807.8378
MEM 44.808594 1706005807.9411
MEM 44.808594 1706005808.0450
MEM 44.808594 1706005808.1489
MEM 44.808594 1706005808.2492
MEM 44.808594 1706005808.3535
MEM 44.808594 1706005808.4577
MEM 44.808594 1706005808.5579
MEM 44.808594 1706005808.6584
MEM 44.808594 1706005808.7625
MEM 44.812500 1706005808.8629
MEM 44.812500 1706005808.9643
MEM 44.812500 1706005809.0658
MEM 44.812500 1706005809.1664
MEM 44.812500 1706005809.2686
MEM 44.812500 1706005809.3729
MEM 44.812500 1706005809.4732
MEM 44.812500 1706005809.5738
MEM 44.812500 1706005809.6748
MEM 44.812500 1706005809.7776
MEM 44.812500 1706005809.8779
MEM 44.812500 1706005809.9786
MEM 44.812500 1706005810.0791
MEM 44.812500 1706005810.1794
MEM 44.812500 1706005810.2815
MEM 44.812500 1706005810.3861
MEM 44.812500 1706005810.4913
MEM 44.812500 1706005810.5941
MEM 44.812500 1706005810.6945
MEM 44.812500 1706005810.7970
MEM 44.812500 1706005810.8990
MEM 44.812500 1706005811.0003
MEM 44.812500 1706005811.1044
MEM 44.812500 1706005811.2051
MEM 44.812500 1706005811.3075
MEM 44.812500 1706005811.4082
MEM 44.812500 1706005811.5113
MEM 44.812500 1706005811.6138
MEM 44.812500 1706005811.7162
MEM 44.812500 1706005811.8194
MEM 44.812500 1706005811.9240
MEM 44.812500 1706005812.0291
MEM 44.812500 1706005812.1305
MEM 44.812500 1706005812.2320
MEM 44.812500 1706005812.3373
MEM 44.812500 1706005812.4425
MEM 44.812500 1706005812.5430
MEM 44.812500 1706005812.6482
MEM 44.812500 1706005812.7502
MEM 44.812500 1706005812.8541
MEM 44.812500 1706005812.9565
MEM 44.812500 1706005813.0575
MEM 44.812500 1706005813.1580
MEM 44.812500 1706005813.2582
MEM 44.812500 1706005813.3589
MEM 44.812500 1706005813.4603
MEM 44.812500 1706005813.5628
MEM 44.812500 1706005813.6634
MEM 44.812500 1706005813.7670
MEM 44.812500 1706005813.8675
MEM 44.812500 1706005813.9697
MEM 44.812500 1706005814.0710
MEM 44.812500 1706005814.1762
MEM 44.812500 1706005814.2782
MEM 44.812500 1706005814.3800
MEM 44.812500 1706005814.4819
MEM 44.812500 1706005814.5823
MEM 44.812500 1706005814.6853
MEM 44.812500 1706005814.7905
MEM 44.812500 1706005814.8945
MEM 44.812500 1706005814.9949
MEM 44.812500 1706005815.0951
MEM 44.812500 1706005815.1979
MEM 44.812500 1706005815.2983
MEM 44.812500 1706005815.4034
MEM 44.812500 1706005815.5072
MEM 44.812500 1706005815.6099
MEM 44.812500 1706005815.7109
MEM 44.812500 1706005815.8120
MEM 44.812500 1706005815.9142
MEM 44.812500 1706005816.0194
MEM 44.812500 1706005816.1221
MEM 44.812500 1706005816.2270
MEM 44.812500 1706005816.3322
MEM 44.812500 1706005816.4374
MEM 44.812500 1706005816.5421
MEM 44.812500 1706005816.6425
MEM 44.812500 1706005816.7454
MEM 44.812500 1706005816.8467
MEM 44.816406 1706005816.9493
MEM 44.816406 1706005817.0499
MEM 44.816406 1706005817.1547
MEM 44.816406 1706005817.2563
MEM 44.816406 1706005817.3568
MEM 44.816406 1706005817.4589
MEM 44.816406 1706005817.5616
MEM 44.816406 1706005817.6668
MEM 44.816406 1706005817.7687
MEM 44.816406 1706005817.8696
MEM 44.816406 1706005817.9711
MEM 44.816406 1706005818.0725
MEM 44.816406 1706005818.1758
MEM 44.816406 1706005818.2810
MEM 44.816406 1706005818.3813
MEM 44.816406 1706005818.4845
MEM 44.816406 1706005818.5870
MEM 44.816406 1706005818.6921
MEM 44.816406 1706005818.7933
MEM 44.816406 1706005818.8939
MEM 44.816406 1706005818.9951
MEM 44.816406 1706005819.0960
MEM 44.816406 1706005819.1994
MEM 44.816406 1706005819.3010
MEM 44.816406 1706005819.4061
MEM 44.816406 1706005819.5064
MEM 44.816406 1706005819.6116
MEM 44.816406 1706005819.7155
MEM 44.816406 1706005819.8208
MEM 44.816406 1706005819.9228
MEM 44.816406 1706005820.0234
