CMDLINE '/Users/tfetz/Library/Mobile Documents/3L68KQB4HG~com~readdle~CommonDocuments/Documents/Semester 10/DD2358 HPC/Assignments/hpc-env/bin/python' JuliaSet.py
MEM 0.011719 1706003115.6070
MEM 8.300781 1706003115.7098
MEM 13.566406 1706003115.8103
MEM 17.382812 1706003115.9114
MEM 22.015625 1706003116.0118
MEM 24.902344 1706003116.1123
MEM 28.347656 1706003116.2164
MEM 31.835938 1706003116.3219
MEM 33.210938 1706003116.4225
MEM 35.250000 1706003116.5244
MEM 38.500000 1706003116.6291
MEM 42.074219 1706003116.7294
MEM 43.656250 1706003116.8296
MEM 43.757812 1706003116.9303
MEM 43.789062 1706003117.0313
MEM 43.824219 1706003117.1339
MEM 43.855469 1706003117.2382
MEM 43.878906 1706003117.3420
MEM 43.902344 1706003117.4470
MEM 43.929688 1706003117.5494
MEM 44.000000 1706003117.6498
MEM 44.039062 1706003117.7506
MEM 44.074219 1706003117.8510
MEM 44.109375 1706003117.9535
MEM 44.152344 1706003118.0581
MEM 44.191406 1706003118.1584
MEM 44.230469 1706003118.2614
MEM 44.269531 1706003118.3617
MEM 44.304688 1706003118.4669
MEM 44.343750 1706003118.5682
MEM 44.382812 1706003118.6686
MEM 44.425781 1706003118.7697
MEM 44.464844 1706003118.8706
MEM 44.554688 1706003118.9712
MEM 44.554688 1706003119.0735
MEM 44.554688 1706003119.1742
MEM 44.554688 1706003119.2752
MEM 44.554688 1706003119.3789
MEM 44.554688 1706003119.4811
MEM 44.554688 1706003119.5825
MEM 44.554688 1706003119.6837
MEM 44.554688 1706003119.7854
MEM 44.554688 1706003119.8858
MEM 44.554688 1706003119.9907
MEM 44.554688 1706003120.0915
MEM 44.554688 1706003120.1917
MEM 44.554688 1706003120.2942
MEM 44.554688 1706003120.3962
MEM 44.554688 1706003120.5011
MEM 44.554688 1706003120.6062
MEM 44.554688 1706003120.7076
MEM 44.554688 1706003120.8102
MEM 44.554688 1706003120.9129
MEM 44.554688 1706003121.0134
MEM 44.554688 1706003121.1138
MEM 44.554688 1706003121.2162
MEM 44.554688 1706003121.3174
MEM 44.554688 1706003121.4196
MEM 44.554688 1706003121.5218
MEM 44.554688 1706003121.6247
MEM 44.554688 1706003121.7258
MEM 44.554688 1706003121.8274
MEM 44.554688 1706003121.9290
MEM 44.558594 1706003122.0342
MEM 44.558594 1706003122.1370
MEM 44.558594 1706003122.2419
MEM 44.558594 1706003122.3426
MEM 44.558594 1706003122.4428
MEM 44.558594 1706003122.5430
MEM 44.558594 1706003122.6480
MEM 44.558594 1706003122.7531
MEM 44.558594 1706003122.8581
MEM 44.558594 1706003122.9584
MEM 44.558594 1706003123.0595
MEM 44.558594 1706003123.1608
MEM 44.558594 1706003123.2624
MEM 44.558594 1706003123.3676
MEM 44.558594 1706003123.4709
MEM 44.558594 1706003123.5743
MEM 44.558594 1706003123.6744
MEM 44.558594 1706003123.7777
MEM 44.558594 1706003123.8817
MEM 44.558594 1706003123.9837
MEM 44.558594 1706003124.0862
MEM 44.558594 1706003124.1872
MEM 44.558594 1706003124.2915
MEM 44.558594 1706003124.3935
MEM 44.558594 1706003124.4941
MEM 44.558594 1706003124.5951
MEM 44.558594 1706003124.6954
MEM 44.558594 1706003124.7958
MEM 44.558594 1706003124.8988
MEM 44.558594 1706003125.0007
MEM 44.558594 1706003125.1010
MEM 44.558594 1706003125.2012
